C000001_hu_000	Fegyveres erők
C000518_hu_000	Fémfeldolgozó és -megmunkáló berendezések kezelői
C000519_hu_000	Fémfeldolgozó berendezések kezelői
C000520_hu_000	Fémmegmunkáló, fémbevonó és felületkezelő gépek kezelői
C000521_hu_000	Vegyipari és fényképészeti termékeket gyártó berendezések és gépek kezelői
C000522_hu_000	Vegyipari termékeket gyártó berendezések és gépek kezelői
C000523_hu_000	Fényképészeti termékeket gyártó gépek kezelői
C000524_hu_000	Gumi-, műanyag és papírterméket gyártó gépek kezelői
C000525_hu_000	Gumiterméket gyártó gépek kezelői
C000526_hu_000	Műanyag terméket gyártó gépek kezelői
C000527_hu_000	Papírterméket gyártó gépek kezelői
C000528_hu_000	Textil-, szőrme- és bőrterméket gyártó gépek kezelői
C000529_hu_000	Fonalelőkészítő, -fonó és -sodró gépek kezelői
C000530_hu_000	Szövő- és kötőgépkezelők
C000531_hu_000	Varrógépkezelők
C000532_hu_000	Fehérítő-, ruhafestő- és tisztítógép-kezelők
C000533_hu_000	Szőrme- és bőrkikészítő gépek kezelői
C000534_hu_000	Cipőgyártó és hasonló gépek kezelői
C000535_hu_000	Mosodai gépek kezelői
C000536_hu_000	Máshová nem sorolható textil-, szőrme- és bőrtermék-készítő gépek kezelői
C000537_hu_000	Élelmiszert és hasonló terméket gyártó gépek kezelői
C000538_hu_000	Élelmiszert és hasonló terméket gyártó gépek kezelői
C000539_hu_000	Fafeldolgozó és papírgyártó berendezések kezelői
C000540_hu_000	Papírmassza- és papírgyártó berendezések kezelői
C000541_hu_000	Fafeldolgozó berendezések kezelői
C000542_hu_000	Egyéb, helyhez kötött berendezések és gépek kezelői
C000543_hu_000	Üveg- és kerámiagyártó berendezések kezelői
C000544_hu_000	Gőzgép- és kazánkezelők
C000545_hu_000	Csomagoló-, palackozó- és címkézőgépek kezelői
C000546_hu_000	Máshová nem sorolható helyhez kötött berendezések és gépek kezelői
C000547_hu_000	Összeszerelők
C000548_hu_000	Összeszerelők
C000549_hu_000	Mechanikai gépek összeszerelői
C000550_hu_000	Erős- és gyengeáramú berendezések összeszerelői
C000551_hu_000	Máshová nem sorolható összeszerelők
C000552_hu_000	Járművezetők és mobilgépkezelők
C000553_hu_000	Mozdonyvezetők és kapcsolódó foglalkozások
C000554_hu_000	Mozdonyvezetők
C000555_hu_000	Vasúti fékezők, jelzőberendezés- és váltókezelők
C000556_hu_000	Személy-, tehergépkocsi- és motorkerékpár-vezetők
C000557_hu_000	Motorkerékpár-vezetők
C000558_hu_000	Személy- és tehergépkocsi-vezetők, taxisofőrök
C000559_hu_000	Kamionsofőrök és autóbuszvezetők
C000560_hu_000	Autóbusz- és villamosvezetők
C000561_hu_000	Kamion- és teherautósofőrök
C000562_hu_000	Mobilgépkezelők
C000563_hu_000	Mezőgazdasági és erdészeti mobilgépek kezelői
C000564_hu_000	Földmozgató és hasonló gépek kezelői
C000565_hu_000	Daruk, emelők és hasonló gépek kezelői
C000566_hu_000	Emelőtargonca-kezelők
C000567_hu_000	Hajók fedélzeti személyzete és hasonló foglalkozások
C000568_hu_000	Hajók fedélzeti személyzete és hasonló foglalkozásúak
C000569_hu_000	Egyszerű foglalkozások
C000570_hu_000	Takarítók és kisegítők
C000571_hu_000	Háztartási, szállodai és irodai takarítók, kisegítők
C000572_hu_000	Háztartási takarítók és kisegítők
C000573_hu_000	Irodai, szállodai és egyéb intézményi takarítók és kisegítők
C000574_hu_000	Jármű-, ablak- és egyéb kézi takarítók, mosodai munkások
C000575_hu_000	Mosónők és vasalónők
C000576_hu_000	Járműtakarítók
C000577_hu_000	Ablaktisztítók
C000578_hu_000	Egyéb takarító foglalkozásúak
C000579_hu_000	Képesítést nem igénylő mezőgazdasági, erdészeti és halászati foglalkozások
C000580_hu_000	Képesítést nem igénylő mezőgazdasági, erdészeti és halászati foglalkozások
C000581_hu_000	Képesítést nem igénylő növénytermesztési foglalkozásúak
C000582_hu_000	Képesítést nem igénylő állattenyésztési foglalkozásúak
C000583_hu_000	Képesítést nem igénylő mezőgazdasági foglalkozásúak
C000584_hu_000	Képesítést nem igénylő kertészeti foglalkozásúak
C000585_hu_000	Képesítést nem igénylő erdészeti foglalkozásúak
C000586_hu_000	Képesítést nem igénylő halászati és halgazdálkodási foglalkozásúak
C000587_hu_000	Képesítést nem igénylő bányászati, építőipari, ipari és közlekedési foglalkozások
C000588_hu_000	Képesítést nem igénylő bányászati és építőipari foglalkozások
C000589_hu_000	Bányászati és kőfejtő segédmunkások
C000590_hu_000	Mélyépítő segédmunkások
C000591_hu_000	Magasépítő segédmunkások
C000592_hu_000	Képesítést nem igénylő ipari foglalkozások
C000593_hu_000	Kézi csomagolók
C000594_hu_000	Máshová nem sorolható képesítést nem igénylő ipari foglalkozásúak
C000595_hu_000	Képesítést nem igénylő szállítási és rakodó foglalkozások
C000596_hu_000	Kézi és lábbal hajtott járművek vezetői
C000597_hu_000	Állati erővel vont járművek és gépek hajtói
C000598_hu_000	Rakodómunkások
C000599_hu_000	Árufeltöltők
C000600_hu_000	Képesítést nem igénylő vendéglátó-ipari foglalkozások
C000601_hu_000	Képesítést nem igénylő vendéglátó-ipari foglalkozások
C000602_hu_000	Gyorsételek készítői
C000603_hu_000	Konyhai kisegítők
C000604_hu_000	Utcai és hasonló árusok, szolgáltatók
C000605_hu_000	Utcai és hasonló szolgáltatók
C000606_hu_000	Utcai és hasonló szolgáltatók
C000607_hu_000	Utcai árusok (kivéve az élelmiszerárusokat)
C000608_hu_000	Utcai árusok (kivéve az élelmiszerárusokat)
C000609_hu_000	Hulladékgazdálkodók és egyéb képesítést nem igénylő foglalkozások
C000610_hu_000	Hulladékgazdálkodók
C000611_hu_000	Hulladékgyűjtők
C000612_hu_000	Hulladékválogatók
C000613_hu_000	Utcaseprők és hasonló foglalkozásúak
C000614_hu_000	Egyéb egyszerű foglalkozások
C000615_hu_000	Kézbesítők, csomagkihordók és hordárok
C000616_hu_000	Alkalmi munkások
C000617_hu_000	Mérőóra-leolvasók és árusító automaták pénzbegyűjtői
C000618_hu_000	Vízhordók és tűzifagyűjtők
C000619_hu_000	Máshová nem sorolható képesítést nem igénylő foglalkozásúak
C000620_hu_000	műszaki rendező
C000620_hu_001	filmtechnikus
C000620_hu_002	szcenikus
C000620_hu_003	színházi műszaki igazgató
C000620_hu_004	színházi műszaki vezető
C000621_hu_000	fémhúzógép-kezelő
C000621_hu_001	fémhúzógép kezelő
C000622_hu_000	precíziósműszer-ellenőr
C000622_hu_001	finommechanikai műszaki ellenőr
C000622_hu_002	minőségellenőr, finommechanika
C000622_hu_003	mérő- és precíziósműszer-ellenőr
C000622_hu_004	műszertechnikai minőségbiztosítási és minőségellenőr
C000622_hu_005	precíziós műszer ellenőr
C000623_hu_000	légiközlekedés-biztonsági technikus
C000623_hu_001	légiforgalmi biztonsági technikus
C000624_hu_000	vendéglátási tevékenységekből eredő bevételeket kezelő menedzser
C000624_hu_001	vendéglátásból eredő bevételeket kezelő menedzser
C000624_hu_002	vendéglátási tevékenységekből eredő bevételek kezeléséért felelős menedzser
C000624_hu_003	vendéglátási tevékenységekből eredő bevételekért felelős menedzserek
C000625_hu_000	orvosi laboratóriumi asszisztens
C000625_hu_001	klinikai laborasszisztens
C000625_hu_002	klinikai laboraszisztens
C000625_hu_003	klinikai laboratóriumi asszisztens
C000625_hu_004	orvosi laborasszisztens
C000625_hu_005	orvosi laboratóriumi aszisztens
C000626_hu_000	aszfaltvizsgáló laboratóriumi technikus
C000626_hu_001	anyagvizsgáló technikus
C000626_hu_002	útépítő- és fenntartó technikus
C000627_hu_000	általános iskolai oktatási asszisztens
C000627_hu_001	oktatási asszisztens
C000627_hu_002	oktatástechnikus
C000627_hu_003	oktatóasszisztens
C000627_hu_004	pedagógiai asszisztens
C000627_hu_005	általános iskolai oktatástechnikus
C000627_hu_006	általános iskolai oktató-asszisztens
C000627_hu_007	általános iskolai pedagógiai asszisztens
C000628_hu_000	fizioterapeuta
C000628_hu_001	fizikoterapeuta
C000628_hu_002	gyógytornász
C000628_hu_003	hidroterapeuta
C000628_hu_004	keringési fizioterapeuta
C000628_hu_005	légzési fizioterapeuta
C000628_hu_006	neurológiai fizioterapeuta
C000628_hu_007	sport fizioterapeuta
C000628_hu_008	sportfizioterapeuta
C000629_hu_000	előadó-művészeti iskola tanára
C000629_hu_001	drámapedagógus
C000629_hu_002	drámatanár
C000629_hu_003	előadó-művészeti tanár
C000629_hu_004	színházművészeti oktató
C000629_hu_005	színitanoda drámatanára
C000629_hu_006	színitanoda tanára
C000629_hu_007	színművészeti főiskola drámatanára
C000629_hu_008	színművészeti főiskola tanára
C000629_hu_009	színművészeti iskola drámatanára
C000629_hu_010	színművészeti iskola tanára
C000629_hu_011	színészképző drámatanára
C000629_hu_012	színészképző iskola tanára
C000630_hu_000	hidrogénező reaktorkezelő
C000630_hu_001	hidrogénező kezelője
C000630_hu_002	hidrogénező reaktor kezelői
C000630_hu_003	hidrogénező reaktor kezelője
C000631_hu_000	tésztagyártással foglalkozó operátor
C000631_hu_001	tésztagyári gép kezelője
C000631_hu_002	tésztagyártó gép kezelői
C000631_hu_003	tésztakészítő gép kezelője
C000632_hu_000	dohánybolt vezetője
C000632_hu_001	cigarettabolt vezetője
C000632_hu_002	dohányboltos
C000632_hu_003	dohánytermékeket forgalmazó bolt vezetője
C000632_hu_004	dohányárubolt vezetője
C000632_hu_005	pipabolt vezetője
C000632_hu_006	szivar- és cigarettabolt vezetője
C000632_hu_007	szivarbolt vezetője
C000632_hu_008	trafikos
C000633_hu_000	egyéb gép-, felszerelés- és árukölcsönzői munkatárs
C000634_hu_000	bányafelmérő
C000634_hu_001	bányászati földmérő
C000634_hu_002	földmérő
C000635_hu_000	élelmiszeripari minőségbiztosító
C000635_hu_001	HACCP minőségellenőr
C000635_hu_002	megfelelőség értékelő mérnök
C000635_hu_003	megfelelőség-értékelő mérnök
C000635_hu_004	minőség ellenőr
C000635_hu_005	minőségiellenőr
C000635_hu_006	élelmiszer biztonsági felügyelő
C000635_hu_007	élelmiszer ipari minőségellenőr
C000635_hu_008	élelmiszer ipari minőségi ellenőr
C000635_hu_009	élelmiszer minőség elemző technikus
C000635_hu_010	élelmiszer-biztonsági felügyelő
C000635_hu_011	élelmiszer-ipari minőségellenőr
C000635_hu_012	élelmiszer-ipari minőségi ellenőr
C000635_hu_013	élelmiszerbiztonsági felügyelő
C000635_hu_014	élelmiszerbiztonsági és minőségi mérnök
C000635_hu_015	élelmiszeripari ellenőr
C000635_hu_016	élelmiszeripari megfelelőségértékelő mérnök
C000635_hu_017	élelmiszeripari minőségbiztosító asszisztens
C000635_hu_018	élelmiszeripari minőségellenőr
C000635_hu_019	élelmiszeripari minőségi ellenőr
C000635_hu_020	élelmiszerminőség-elemző
C000636_hu_000	mezőgazdasági felhasználású gépek technikusa
C000636_hu_001	mezőgazdasági gép javítója
C000636_hu_002	mezőgazdasági gép karbantartója
C000636_hu_003	mezőgazdasági gép kezelője
C000636_hu_004	mezőgazdasági gépek kezelője karbantartója javítója
C000636_hu_005	mezőgazdasági gépjavító szaktechnikus
C000636_hu_006	mezőgazdasági gépésztechnikus
C000637_hu_000	autóbuszvezető
C000637_hu_001	buszsofőr
C000637_hu_002	buszvezető
C000637_hu_003	iskolabusz-vezető
C000637_hu_004	mikrobuszvezető
C000638_hu_000	hús és húskészítmény exportjával-importjával foglalkozó vezető
C000638_hu_001	hús és húskészítmény export-import igazgató
C000638_hu_002	hús és húskészítmény külkereskedelmi igazgató
C000639_hu_000	lakhatáspolitikai tisztviselő
C000639_hu_001	lakhatáspolitikai referens
C000639_hu_002	lakhatáspolitikai szakértő
C000639_hu_003	lakhatáspolitikai tanácsadó
C000639_hu_004	lakásügyi referens
C000639_hu_005	lakásügyi szakértő
C000639_hu_006	lakásügyi tanácsadó
C000639_hu_007	lakásügyi tisztviselő
C000640_hu_000	konyhafőnök
C000640_hu_001	főszakács
C000640_hu_002	főszakácsnő
C000640_hu_003	helyettes séf
C000640_hu_004	konyhafőnökök
C000640_hu_005	konyhavezető
C000640_hu_006	segédszakács
C000640_hu_007	séf
C000640_hu_008	éttermi műszakvezető
C000641_hu_000	kémiai eljárásos szövedékképző gépkezelő
C000641_hu_001	nemszőtt-termék-gyártó gép kezelője
C000642_hu_000	felsőoktatási intézmény vezetője
C000642_hu_001	egyetemi rektor
C000642_hu_002	felsőoktatási intézmény rektora
C000643_hu_000	szigetelők művezetője
C000643_hu_001	szigetelési munkák vezetője
C000643_hu_002	szigetelésirányító
C000643_hu_003	szigetelésvezető
C000643_hu_004	szigetelő brigád vezető
C000643_hu_005	szigetelő brigádvezető
C000643_hu_006	szigetelőbrigád-vezető
C000643_hu_007	vezető szigetelő
C000643_hu_008	vezető tető- és homlokzatszigetelő
C000643_hu_009	vezető építményszigetelő
C000643_hu_010	vezető épületszigetelő
C000643_hu_011	építményszigetelők művezetője
C000643_hu_012	épületszigetelők művezetője
C000644_hu_000	szétszerelő mérnök
C000644_hu_001	szétszerelési mérnök
C000645_hu_000	biztosítási kárügyintéző
C000645_hu_001	biztosítási kárfelmérő
C000645_hu_002	biztosítási kárigényellenőr
C000645_hu_003	biztosítási kárrendező
C000645_hu_004	biztosítási ügyintéző
C000645_hu_005	gépjárműkárigény-ügyintéző
C000645_hu_006	hajókárigény-ellenőr
C000645_hu_007	kárigényellenőr
C000645_hu_008	kárrendező
C000645_hu_009	személyi- és vagyonkárrendező
C000645_hu_010	személyikárigény-ügyintéző
C000645_hu_011	tűzkárigény-ügyintéző
C000645_hu_012	utasbiztosítási szakértő
C000646_hu_000	ruhaipari fejlesztési menedzser
C000646_hu_001	márkamenedzser
C000646_hu_002	projektmenedzser
C000646_hu_003	ruhaipari fejlesztésvezető
C000646_hu_004	ruhaipari menedzser
C000646_hu_005	ruhaipari mérnök
C000646_hu_006	ruhaipari termékfejlesztő
C000646_hu_007	ruhaipari termékfejlesztő szakmérnök
C000646_hu_008	ruhaipari termékmenedzser
C000646_hu_009	termékfejlesztési menedzser
C000646_hu_010	textilipari fejlesztési üzemmérnök
C000646_hu_011	textilipari üzemmérnök
C000647_hu_000	gravitációs szeparátor kezelője
C000647_hu_001	fajsúly szeparátor kezelő
C000647_hu_002	fajsúlyszeparátor-kezelő
C000647_hu_003	gravitációs szeparátor kezelő
C000647_hu_004	gravitációsszeparátor-kezelő
C000648_hu_000	orvosbiológiai mérnök
C000648_hu_001	biomedikai kutató
C000648_hu_002	biomedikai laboratóriumi technikus
C000648_hu_003	biomedikai mérnök
C000648_hu_004	biomedikus mérnök
C000648_hu_005	egészségügyi szakmérnök
C000648_hu_006	orvos-biológiai mérnök
C000648_hu_007	orvos-biológus
C000648_hu_008	orvosbiológus
C000649_hu_000	hivatásos gyám
C000649_hu_001	gyermekvédelmi gyám
C000649_hu_002	gyám
C000649_hu_003	törvényes gyám
C000650_hu_000	szövő
C000651_hu_000	hidegburkoló
C000651_hu_001	csempéző
C000651_hu_002	csempéző, műkövező
C000651_hu_003	díszburkoló
C000651_hu_004	díszítő mozaikos
C000651_hu_005	díszítőmozaik-burkoló
C000651_hu_006	hidegfal- és padlóburkoló
C000651_hu_007	járólapozó
C000651_hu_008	kőlapburkoló
C000651_hu_009	műkövező
C000652_hu_000	cipő- és bőrdíszműbolt vezetője
C000652_hu_001	boltvezető
C000652_hu_002	bőrdíszműbolt vezetője
C000652_hu_003	cipő- és bőrdíszmű áruház vezetője
C000652_hu_004	cipőbolt vezetője
C000652_hu_005	cipőjavító
C000652_hu_006	cipőjavító bolt vezetője
C000652_hu_007	cipőáruház vezetője
C000652_hu_008	üzletvezető (cipő és bőrárú kiskereskedő bolt)
C000653_hu_000	utazásszervezői tevékenységek vezetője
C000653_hu_001	utazásszervezői tevékenységek irányítója
C000653_hu_002	utazásszervezői tevékenységek menedzsere
C000653_hu_003	utazásszervezők vezetője
C000654_hu_000	méhész
C000654_hu_001	méhészek
C000654_hu_002	méhészeti munkás
C000654_hu_003	állattenyésztő
C000655_hu_000	jogi titkár
C000655_hu_001	jogi adminisztratív asszisztens
C000655_hu_002	jogi asszisztens
C000655_hu_003	jogi titkárnő
C000656_hu_000	kőolajszivattyú-rendszer kezelője
C000656_hu_001	irányítótermi operátor
C000656_hu_002	kőolajipari táblakezelő
C000656_hu_003	szivattyúrendszer-kezelő
C000657_hu_000	védőruha-készítő
C000657_hu_001	védőruha készítő
C000657_hu_002	védőruhagyártó
C000657_hu_003	védőruhakészítő
C000658_hu_000	rétegfelhordógép-kezelő
C000658_hu_001	rétegfelhordó berendezés kezelője
C000658_hu_002	rétegfelhordó gépkezelő
C000659_hu_000	keltetési akvakultúra-vezető
C000659_hu_001	halgazdaság halkeltetési vezetője
C000659_hu_002	halkeltetési menedzser
C000659_hu_003	halkeltetési vezető
