C000001_el_000	Ένοπλες δυνάμεις
C000387_el_000	Απασχολούμενοι στην παροχή υπηρεσιών προστασίας
C000388_el_000	Απασχολούμενοι στην παροχή υπηρεσιών προστασίας
C000389_el_000	Πυροσβέστες
C000390_el_000	Αστυνομικοί
C000391_el_000	Δεσμοφύλακες
C000392_el_000	Φύλακες ασφαλείας χώρων
C000393_el_000	Απασχολούμενοι στην παροχή υπηρεσιών προστασίας π.δ.κ.α.
C000394_el_000	Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς
C000395_el_000	Ειδικευμένοι γεωργοί και κτηνοτρόφοι, επαγγελματίες
C000396_el_000	Καλλιεργητές κηπευτικών και φυτωρίων, επαγγελματίες
C000397_el_000	Καλλιεργητές σε ανοικτούς αγρούς και καλλιεργητές λαχανικών
C000398_el_000	Καλλιεργητές δένδρων και θάμνων
C000399_el_000	Καλλιεργητές κηπευτικών, ανθέων και φυτωρίων
C000400_el_000	Γεωργοί μεικτών εκμεταλλεύσεων
C000401_el_000	Κτηνοτρόφοι
C000402_el_000	Κτηνοτρόφοι γαλακτοπαραγωγών και λοιπών ζώων
C000403_el_000	Πτηνοτρόφοι
C000404_el_000	Μελισσοκόμοι και σηροτρόφοι
C000405_el_000	Κτηνοτρόφοι π.δ.κ.α.
C000406_el_000	Γεωργοκτηνοτρόφοι μεικτών εκμεταλλεύσεων
C000407_el_000	Γεωργοκτηνοτρόφοι μεικτών εκμεταλλεύσεων
C000408_el_000	Ειδικευμένοι δασοκόμοι, υλοτόμοι, αλιείς και κυνηγοί, επαγγελματίες
C000409_el_000	Δασοκόμοι, υλοτόμοι και ασκούντες συναφή επαγγέλματα
C000410_el_000	Δασοκόμοι, υλοτόμοι και ασκούντες συναφή επαγγέλματα
C000411_el_000	Αλιείς, κυνηγοί και παγιδευτές θηραμάτων
C000412_el_000	Υδατοκαλλιεργητές
C000413_el_000	Αλιείς παράκτιων και εσωτερικών υδάτων
C000414_el_000	Αλιείς ανοικτής θαλάσσης
C000415_el_000	Κυνηγοί και παγιδευτές θηραμάτων
C000416_el_000	Γεωργοί, κτηνοτρόφοι, αλιείς, κυνηγοί και συλλέκτες θηραμάτων για ίδια κατανάλωση
C000417_el_000	Καλλιεργητές γεωργοί, για ίδια κατανάλωση
C000418_el_000	Καλλιεργητές γεωργοί, για ίδια κατανάλωση
C000419_el_000	Κτηνοτρόφοι, για ίδια κατανάλωση
C000420_el_000	Κτηνοτρόφοι, για ίδια κατανάλωση
C000421_el_000	Γεωργοκτηνοτρόφοι μεικτών εκμεταλλεύσεων, για ίδια κατανάλωση
C000422_el_000	Γεωργοκτηνοτρόφοι μεικτών εκμεταλλεύσεων, για ίδια κατανάλωση
C000423_el_000	Αλιείς, κυνηγοί, παγιδευτές και συλλέκτες θηραμάτων, για ίδια κατανάλωση
C000424_el_000	Αλιείς, κυνηγοί, παγιδευτές και συλλέκτες θηραμάτων, για ίδια κατανάλωση
C000425_el_000	Ειδικευμένοι τεχνίτες και ασκούντες συναφή επαγγέλματα
C000426_el_000	Τεχνίτες ανέγερσης και αποπεράτωσης κτιρίων, εξαιρουμένων των ηλεκτρολόγων
C000427_el_000	Κτίστες και ασκούντες συναφή επαγγέλματα
C000428_el_000	Κτίστες κτιρίων
C000429_el_000	Κτίστες που χρησιμοποιούν τούβλα και ασκούντες συναφή επαγγέλματα
C000430_el_000	Κτίστες που χρησιμοποιούν πέτρες, λιθοκόπτες και λιθοξόοι
C000431_el_000	Σκυροκονιαστές (μπετατζήδες), τεχνίτες κατασκευής δαπέδων και ασκούντες συναφή επαγγέλματα
C000432_el_000	Ξυλουργοί και μαραγκοί
C000433_el_000	Κτίστες και ασκούντες συναφή επαγγέλματα π.δ.κ.α.
C000434_el_000	Τεχνίτες αποπεράτωσης κτιρίων και ασκούντες συναφή επαγγέλματα
C000435_el_000	Τεχνίτες στεγών
C000436_el_000	Επιστρωτές δαπέδων και επενδυτές τοίχου
C000437_el_000	Γυψοτεχνίτες, σοβατζήδες
C000438_el_000	Τεχνίτες μονώσεων
C000439_el_000	Τεχνίτες τοποθέτησης υαλοπινάκων
C000440_el_000	Υδραυλικοί και εγκαταστάτες σωληνώσεων
C000441_el_000	Μηχανικοί κλιματιστικών και ψυκτικοί
C000442_el_000	Ελαιοχρωματιστές, βαφείς, καθαριστές και ασκούντες συναφή επαγγέλματα
C000443_el_000	Ελαιοχρωματιστές, βαφείς, και ασκούντες συναφή επαγγέλματα
C000444_el_000	Βαφείς διά ψεκασμού και στιλβωτές
C000445_el_000	Καθαριστές εξωτερικών επιφανειών κτιρίων
C000446_el_000	Τεχνίτες μετάλλων, μηχανημάτων και ασκούντες συναφή επαγγέλματα
C000447_el_000	Χύτες μετάλλων, συγκολλητές, ελασματουργοί, τεχνίτες μεταλλικών δομικών κατασκευών, σιδηρουργοί και ασκούντες συναφή επαγγέλματα
C000448_el_000	Χύτες και κατασκευαστές τύπων (καλουπιών) και πυρήνων μεταλλουργίας
C000449_el_000	Συγκολλητές και φλογοκόπτες μετάλλων
C000450_el_000	Τεχνίτες κατασκευής, εγκατάστασης και επισκευής ειδών από φύλλα μετάλλων (ελασματουργοί-φανοποιοί)
C000451_el_000	Τεχνίτες προετοιμασίας και ανέγερσης μεταλλικών δομικών κατασκευών
C000452_el_000	Τεχνίτες συναρμογής και μάτισης καλωδίων και συρματόσχοινων
C000453_el_000	Σιδηρουργοί, κατασκευαστές εργαλείων και ασκούντες συναφή επαγγέλματα
C000454_el_000	Σιδηρουργοί, σφυρηλάτες (βαρειολόγοι) και χειριστές πρέσας κατεργασίας σιδήρου (μορφόπρεσας)
C000455_el_000	Κατασκευαστές εργαλείων και ασκούντες συναφή επαγγέλματα
C000456_el_000	Ρυθμιστές και ρυθμιστές-χειριστές εργαλειομηχανών κατεργασίας μετάλλων
C000457_el_000	Στιλβωτές μετάλλων, χειριστές λειαντικών τροχών και τροχιστές εργαλείων
C000458_el_000	Μηχανικοί και επισκευαστές μηχανημάτων
C000459_el_000	Μηχανικοί και επισκευαστές αυτοκίνητων οχημάτων
C000460_el_000	Μηχανικοί και επισκευαστές κινητήρων αεροσκαφών
C000461_el_000	Μηχανικοί και επισκευαστές γεωργικών και βιομηχανικών μηχανημάτων
C000462_el_000	Επισκευαστές ποδηλάτων και ασκούντες συναφή επαγγέλματα
C000463_el_000	Χειροτέχνες και τυπογράφοι
C000464_el_000	Χειροτέχνες
C000465_el_000	Κατασκευαστές και επισκευαστές οργάνων ακριβείας
C000466_el_000	Κατασκευαστές και χορδιστές μουσικών οργάνων
C000467_el_000	Κοσμηματοποιοί και τεχνίτες πολύτιμων μετάλλων
C000468_el_000	Αγγειοπλάστες και ασκούντες συναφή επαγγέλματα
C000469_el_000	Τεχνίτες, κόπτες, λειαντές και φινιριστές γυαλιού
C000470_el_000	Επιγραφοποιοί, ζωγράφοι διακοσμήσεων, και χαράκτες
C000471_el_000	Χειροτέχνες ξύλου, καλαθοπλεκτικής και συναφών υλικών
C000472_el_000	Χειροτέχνες υφάσματος, δέρματος και συναφών υλικών
C000473_el_000	Χειροτέχνες π.δ.κ.α.
C000474_el_000	Τυπογράφοι και ασκούντες συναφή επαγγέλματα
C000475_el_000	Τεχνικοί προεκτύπωσης
C000476_el_000	Τυπογράφοι
C000477_el_000	Βιβλιοδέτες και φινιριστές εκτυπώσεων
C000478_el_000	Ηλεκτρολόγοι και ηλεκτρονικοί
C000479_el_000	Εγκαταστάτες και επισκευαστές ηλεκτρολογικού εξοπλισμού
C000480_el_000	Ηλεκτρολόγοι κτιρίων και ασκούντες συναφή επαγγέλματα
C000481_el_000	Μηχανικοί και εφαρμοστές ηλεκτρολογικού εξοπλισμού
