C000001_pl_000	Siły zbrojne
C000488_pl_000	Masarze, robotnicy w przetwórstwie ryb i pokrewni
C000489_pl_000	Piekarze, cukiernicy i pokrewni
C000490_pl_000	Robotnicy w produkcji wyrobów mleczarskich
C000491_pl_000	Robotnicy przetwórstwa surowców roślinnych
C000492_pl_000	Degustatorzy i klasyfikatorzy żywności i napojów
C000493_pl_000	Pracownicy obróbki tytoniu i producenci wyrobów tytoniowych
C000494_pl_000	Pracownicy przygotowujący drewno, stolarze meblowi i pokrewni
C000495_pl_000	Pracownicy przygotowujący drewno
C000496_pl_000	Stolarze meblowi i pokrewni
C000497_pl_000	Ustawiacze i operatorzy maszyn do obróbki drewna i pokrewni
C000498_pl_000	Robotnicy produkcji wyrobów włókienniczych, odzieży i pokrewni
C000499_pl_000	Krawcy, kuśnierze i kapelusznicy
C000500_pl_000	Konstruktorzy odzieży, krojczowie i pokrewni
C000501_pl_000	Szwaczki, hafciarki i pokrewni
C000502_pl_000	Tapicerzy i pokrewni
C000503_pl_000	Wyprawiacze i garbarze skór i pokrewni
C000504_pl_000	Obuwnicy i pokrewni
C000505_pl_000	Inni rzemieślnicy i robotnicy dziedzin pokrewnych
C000506_pl_000	Nurkowie
C000507_pl_000	Górnicy strzałowi
C000508_pl_000	Klasyfikatorzy i testerzy produktów (z wyłączeniem żywności i napojów)
C000509_pl_000	Robotnicy zajmujący się opryskami roślin i innymi metodami zwalczania szkodników i chwastów
C000510_pl_000	Rzemieślnicy i robotnicy dziedzin pokrewnych gdzie indziej niesklasyfikowani
C000511_pl_000	Operatorzy i monterzy maszyn i urządzeń
C000512_pl_000	Operatorzy maszyn i urządzeń wydobywczych i przetwórczych
C000513_pl_000	Operatorzy maszyn i urządzeń górniczych i pokrewni
C000514_pl_000	Górnicy i robotnicy obróbki kamienia
C000515_pl_000	Operatorzy maszyn i urządzeń do przeróbki mechanicznej kopalin
C000516_pl_000	Operatorzy urządzeń wiertniczych i wydobywczych ropy, gazu i innych surowców
C000517_pl_000	Operatorzy maszyn i urządzeń do produkcji betonu, asfaltobetonu, elementów betonowych i kamiennych i pokrewni
C000518_pl_000	Operatorzy maszyn i urządzeń do przetwórstwa i obróbki metalu
C000519_pl_000	Operatorzy maszyn i urządzeń do obróbki metali
C000520_pl_000	Operatorzy urządzeń do obróbki powierzchniowej metali i nakładania powłok
C000521_pl_000	Operatorzy maszyn i urządzeń do produkcji wyrobów chemicznych, materiałów światłoczułych i do obróbki filmów
C000522_pl_000	Operatorzy maszyn i urządzeń do produkcji wyrobów chemicznych
C000523_pl_000	Operatorzy urządzeń do produkcji materiałów światłoczułych i obróbki filmów
C000524_pl_000	Operatorzy maszyn do produkcji wyrobów z gumy i tworzyw sztucznych oraz do produkcji wyrobów papierniczych
C000525_pl_000	Operatorzy maszyn do produkcji wyrobów z gumy
C000526_pl_000	Operatorzy maszyn do produkcji wyrobów z tworzyw sztucznych
C000527_pl_000	Operatorzy maszyn do produkcji wyrobów papierniczych
C000528_pl_000	Operatorzy maszyn do produkcji wyrobów włókienniczych, futrzarskich i skórzanych
C000529_pl_000	Operatorzy maszyn do przygotowania włókien, przewijarek i skręcarek nitek
C000530_pl_000	Operatorzy maszyn tkackich i dziewiarskich
C000531_pl_000	Operatorzy maszyn do szycia
C000532_pl_000	Operatorzy maszyn do bielenia, barwienia i czyszczenia wyrobów włókienniczych
C000533_pl_000	Operatorzy maszyn do wyprawiania futer i skór
C000534_pl_000	Operatorzy maszyn do produkcji obuwia i pokrewni
C000535_pl_000	Operatorzy maszyn do prania
C000536_pl_000	Operatorzy maszyn do produkcji wyrobów włókienniczych, futrzarskich i skórzanych gdzie indziej niesklasyfikowani
C000537_pl_000	Operatorzy maszyn i urządzeń przemysłu spożywczego i pokrewni
C000538_pl_000	Operatorzy maszyn i urządzeń przemysłu spożywczego i pokrewni
C000539_pl_000	Operatorzy maszyn i urządzeń do obróbki drewna i produkcji papieru
C000540_pl_000	Operatorzy urządzeń do wyrobu masy papierniczej i produkcji drewna
C000541_pl_000	Operatorzy maszyn i urządzeń do obróbki drewna
C000542_pl_000	Inni operatorzy maszyn i urządzeń przetwórczych
C000543_pl_000	Operatorzy maszyn i urządzeń do produkcji wyrobów szklanych i ceramicznych
C000544_pl_000	Maszyniści silników, kotłów parowych i pokrewni
C000545_pl_000	Operatorzy urządzeń pakujących, do napełniania butelek i urządzeń znakujących
C000546_pl_000	Operatorzy maszyn i urządzeń wydobywczych i przetwórczych gdzie indziej niesklasyfikowani
C000547_pl_000	Monterzy
C000548_pl_000	Monterzy
C000549_pl_000	Monterzy maszyn i urządzeń mechanicznych
C000550_pl_000	Monterzy aparatury, maszyn i sprzętu elektrycznego i sprzętu elektronicznego
C000551_pl_000	Monterzy gdzie indziej niesklasyfikowani
C000552_pl_000	Kierowcy i operatorzy pojazdów
C000553_pl_000	Maszyniści kolejowi, dyżurni ruchu i pokrewni
C000554_pl_000	Maszyniści kolejowi
C000555_pl_000	Dyżurni ruchu, manewrowi i pokrewni
C000556_pl_000	Kierowcy samochodów osobowych, dostawczych i motocykli
C000557_pl_000	Kierowcy motocykli
C000558_pl_000	Kierowcy samochodów osobowych, taksówek i samochodów dostawczych
C000559_pl_000	Kierowcy samochodów ciężarowych, kierowcy autobusów i motorniczowie tramwajów
C000560_pl_000	Kierowcy autobusów i motorniczowie tramwajów
C000561_pl_000	Kierowcy samochodów ciężarowych
C000562_pl_000	Operatorzy pojazdów wolnobieżnych
C000563_pl_000	Operatorzy pojazdów wolnobieżnych rolniczych i leśnych
C000564_pl_000	Operatorzy sprzętu do robót ziemnych i urządzeń pokrewnych
C000565_pl_000	Maszyniści i operatorzy maszyn i urządzeń dźwigowo-transportowych i pokrewni
C000566_pl_000	Operatorzy urządzeń dźwigowych
C000567_pl_000	Marynarze i pokrewni
C000568_pl_000	Marynarze i pokrewni
C000569_pl_000	Pracownicy przy pracach prostych
C000570_pl_000	Pomoce domowe, sprzątacze i pracze
C000571_pl_000	Pomoce domowe, sprzątacze domowi, hotelowi i biurowi
C000572_pl_000	Pomoce domowe i sprzątacze domowi
C000573_pl_000	Sprzątacze biurowi, hotelowi i sprzątacze innych obiektów
C000574_pl_000	Sprzątacze pojazdów, zmywacze okien, pracze i inni sprzątacze
C000575_pl_000	Pracze ręczni i prasowacze
C000576_pl_000	Sprzątacze pojazdów
C000577_pl_000	Zmywacze okien
C000578_pl_000	Inni sprzątacze
C000579_pl_000	Robotnicy pomocniczy w rolnictwie, leśnictwie i rybołówstwie
C000580_pl_000	Robotnicy pomocniczy w rolnictwie, leśnictwie i rybołówstwie
C000581_pl_000	Pomocniczy robotnicy polowi
C000582_pl_000	Pomocniczy robotnicy przy chowie i hodowli zwierząt
C000583_pl_000	Pomocniczy robotnicy przy produkcji roślinnej i zwierzęcej
C000584_pl_000	Pomocniczy robotnicy w ogrodnictwie i sadownictwie
C000585_pl_000	Pomocniczy robotnicy leśni
C000586_pl_000	Pomocniczy robotnicy w rybołówstwie i akwakulturze
C000587_pl_000	Robotnicy pomocniczy w górnictwie, budownictwie, przemyśle i transporcie
C000588_pl_000	Robotnicy pomocniczy w górnictwie i budownictwie
C000589_pl_000	Robotnicy pomocniczy w kopalniach i kamieniołomach
C000590_pl_000	Robotnicy pomocniczy w budownictwie lądowym
C000591_pl_000	Robotnicy pomocniczy w budownictwie ogólnym
C000592_pl_000	Robotnicy przy pracach prostych w przemyśle
C000593_pl_000	Pakowacze
C000594_pl_000	Robotnicy przy pracach prostych w przemyśle gdzie indziej niesklasyfikowani
C000595_pl_000	Robotnicy pomocniczy transportu i magazynowania
C000596_pl_000	Prowadzący pojazdy napędzane siłą mięśni
C000597_pl_000	Prowadzący pojazdy i maszyny ciągnięte przez zwierzęta
C000598_pl_000	Ładowacze
C000599_pl_000	Układacze towarów na półkach
C000600_pl_000	Pracownicy pomocniczy przygotowujący posiłki
C000601_pl_000	Pracownicy pomocniczy przygotowujący posiłki
C000602_pl_000	Pracownicy przygotowujący posiłki typu fast food
C000603_pl_000	Pomoce kuchenne
C000604_pl_000	Sprzedawcy uliczni, pracownicy świadczący usługi na ulicach i pokrewni
C000605_pl_000	Pracownicy świadczący usługi na ulicach i pokrewni
C000606_pl_000	Pracownicy świadczący usługi na ulicach i pokrewni
C000607_pl_000	Sprzedawcy uliczni produktów nieżywnościowych
C000608_pl_000	Sprzedawcy uliczni produktów nieżywnościowych
C000609_pl_000	Pracownicy zajmujący się odpadami i inni pracownicy przy pracach prostych
C000610_pl_000	Pracownicy zajmujący się odpadami
C000611_pl_000	Ładowacze nieczystości i odpadów do recyklingu
C000612_pl_000	Sortowacze odpadów
C000613_pl_000	Zamiatacze i pokrewni
C000614_pl_000	Inni pracownicy przy pracach prostych
C000615_pl_000	Gońcy, kurierzy i bagażowi
C000616_pl_000	Pracownicy wykonujący dorywcze prace proste
C000617_pl_000	Odczytywacze liczników i wybieracze monet (żetonów) z automatów
C000618_pl_000	Nosiciele wody i zbieracze drewna na opał
C000619_pl_000	Pracownicy przy pracach prostych gdzie indziej niesklasyfikowani
C000620_pl_000	reżyser techniczny
C000621_pl_000	operator ciągarki
C000621_pl_001	ciągacz drutu
C000621_pl_002	ciągacz rur
C000621_pl_003	operator ciągarki drutu
C000621_pl_004	operator maszyn do produkcji drutów i prętów
C000622_pl_000	inspektor jakości instrumentów precyzyjnych
C000622_pl_001	kontroler jakości precyzyjnych instrumentów pomiarowych
C000623_pl_000	technik urządzeń ruchu lotniczego
C000624_pl_000	menedżer ds. przychodów z hotelarstwa
C000624_pl_001	kierownik ds. przychodów
C000624_pl_002	kierownik ds. przychodów z hotelarstwa
C000624_pl_003	menedżer ds. przychodów
C000625_pl_000	asystent w laboratorium medycznym/asystentka w laboratorium medycznym
C000625_pl_001	asystent w laboratorium medycznym
C000625_pl_002	asystentka w laboratorium medycznym
C000626_pl_000	technik diagnosta nawierzchni asfaltowych
C000627_pl_000	asystent nauczyciela w szkole podstawowej
C000627_pl_001	asystentka nauczyciela w szkole podstawowej
C000628_pl_000	fizjoterapeuta
C000629_pl_000	instruktor teatralny sztuk performatywnych w konserwatorium
C000630_pl_000	operator urządzeń do uwodorniania
C000630_pl_001	operator linii do uwodorniania
C000630_pl_002	operator maszyn do uwodorniania
C000630_pl_003	operator sprzętu do uwodorniania
C000631_pl_000	operator urządzeń do wytwarzania makaronów
C000631_pl_001	operator procesu produkcji makaronów
C000631_pl_002	operator produkcji makaronów
C000631_pl_003	operator urządzenia do wytwarzania makaronów
C000631_pl_004	operatorzy urządzeń do wytwarzania makaronów
C000632_pl_000	kierownik sklepu z papierosami i artykułami dla palaczy
C000632_pl_001	kierownik sklepu z cygarami
C000632_pl_002	kierownik sklepu z tytoniem
C000633_pl_000	pracownik obsługi wypożyczalni pozostałych maszyn, urządzeń oraz dóbr materialnych
C000634_pl_000	inżynier geodeta - geodezja górnicza
C000635_pl_000	specjalista ds. bezpieczeństwa żywności
C000635_pl_001	ekspert ds. bezpieczeństwa żywności
C000636_pl_000	technik maszyn rolniczych
C000636_pl_001	mechanik maszyn rolniczych
C000636_pl_002	mechanik sprzętu rolniczego
C000636_pl_003	technicy maszyn rolniczych
C000636_pl_004	technik maszyn rolnych
C000636_pl_005	technik rolniczych maszyn
C000636_pl_006	technik sprzętu rolniczego
C000637_pl_000	kierowca autobusu
C000637_pl_001	kierowca autobusu komunikacji miejskiej
C000638_pl_000	kierownik do spraw importu i eksportu mięsa i produktów mięsnych
C000639_pl_000	specjalista ds. polityki mieszkaniowej
C000639_pl_001	referent ds. polityki mieszkaniowej
C000640_pl_000	pierwszy szef kuchni
C000640_pl_001	główny szef kuchni
C000640_pl_002	naczelny szef kuchni
C000640_pl_003	przełożony szef kuchni
C000641_pl_000	operator urządzeń do produkcji włóknin nietkanych
C000642_pl_000	rektor
C000642_pl_001	dyrektor placówki szkolnictwa wyższego
C000642_pl_002	rektor politechniki
C000642_pl_003	rektor uniwersytetu
C000643_pl_000	brygadzista robót izolacyjnych
C000644_pl_000	inżynier ds. demontażu i wyburzania obiektów
C000644_pl_001	inżynier budownictwa - wyburzanie obiektów
C000645_pl_000	specjalista ds. obsługi roszczeń
C000645_pl_001	likwidator szkód
C000646_pl_000	kierownik ds. rozwoju produktów w branży odzieżowej
C000646_pl_001	dyrektor kolekcji
C000646_pl_002	główny projektant
C000646_pl_003	kierownik ds. zakupów
C000646_pl_004	kierownik projektu
C000646_pl_005	menedżer marki
C000647_pl_000	operator separatora grawitacyjnego nitrogliceryny
C000648_pl_000	inżynier biocybernetyki i inżynierii biomedycznej
C000648_pl_001	inżynier biomedyczny
C000649_pl_000	opiekun prawny
C000650_pl_000	tkacz
C000650_pl_001	operator krosien
C000650_pl_002	operatorka krosien
C000650_pl_003	tkaczka
C000651_pl_000	glazurnik
C000651_pl_001	płytkarz kafelkarz
C000652_pl_000	kierownik sklepu obuwniczego
C000652_pl_001	kierownik sklepu z artykułami kaletniczymi
C000652_pl_002	kierownik sklepu z artykułami skórzanymi
C000652_pl_003	kierownik zakładu szewskiego
C000653_pl_000	kierownik organizatorów wycieczek
C000653_pl_001	kierownik ds. organizatorów wycieczek
C000653_pl_002	koordynator ds. organizatorów wycieczek
C000653_pl_003	koordynator organizatorów wycieczek
C000653_pl_004	menedżer ds. organizatorów wycieczek
C000653_pl_005	menedżer organizatorów wycieczek
C000654_pl_000	pszczelarz
C000654_pl_001	hodowca pszczół
C000654_pl_002	hodowca zwierząt
C000654_pl_003	pszczelarka
C000654_pl_004	pszczelarze
C000655_pl_000	sekretarz prawny/sekretarka prawna
C000655_pl_001	sekretarka prawna
C000655_pl_002	sekretarka w kancelarii prawnej
C000655_pl_003	sekretarz prawny
C000655_pl_004	sekretarz w kancelarii prawnej
C000656_pl_000	operator systemu pompowania ropy naftowej
C000657_pl_000	operator maszyn do produkcji odzieży ochronnej
C000658_pl_000	operator maszyn do powlekania metalu
C000658_pl_001	operator maszyn do nakładania powłok na metale
C000659_pl_000	menedżer wylęgarni ryb i skorupiaków
C000660_pl_000	mechanik precyzyjny samochodowy
C000660_pl_001	mechanik precyzyjny
C000661_pl_000	kierownik działu obsługi pokoi
C000661_pl_001	dyrektor działu obsługi pokoi
C000661_pl_002	kierownik ds. rezerwacji
C000661_pl_003	kierownik obsługi pokoi
C000661_pl_004	kierownik recepcji
C000662_pl_000	dekorator wyrobów ceramicznych
C000662_pl_001	dekoratorka wyrobów ceramicznych
C000663_pl_000	inżynier ds. komunikacji
C000663_pl_001	inżynier ds. telekomunikacji
C000663_pl_002	inżynier teleinformatyki
C000663_pl_003	inżynier telekom.
C000663_pl_004	inżynierowie ds. komunikacji
C000663_pl_005	inżynierzy ds. komunikacji
C000663_pl_006	projektant systemów telekomunikacyjnych
C000663_pl_007	technolog inżynierii telekomunikacyjnej
C000664_pl_000	nauczyciel umiejętności czytania i pisania dla osób dorosłych/nauczycielka umiejętności czytania i pisania dla osób dorosłych
C000664_pl_001	nauczyciel umiejętności czytania i pisania dla osób dorosłych
C000664_pl_002	nauczycielka umiejętności czytania i pisania dla osób dorosłych
C000665_pl_000	kierownik ds. zapewniania jakości w branży obuwniczej
C000665_pl_001	dyrektor ds. zapewniania jakości w branży obuwniczej
C000665_pl_002	dyrektor kontroli jakości w branży obuwniczej
C000665_pl_003	kierownik ds. kontroli jakości w branży obuwniczej
C000665_pl_004	specjalista ds. kontroli jakości w branży obuwniczej
C000665_pl_005	specjalista ds. zapewniania jakości w branży obuwniczej
C000666_pl_000	monter wodnych instalacji przeciwpożarowych
C000666_pl_001	instalator systemów przeciwpożarowych
C000666_pl_002	monter tryskaczowych instalacji przeciwpożarowych
C000666_pl_003	monter zalewowo-zraszaczowych instalacji przeciwpożarowych
C000667_pl_000	kierownik ds. dystrybucji elektronicznego i telekomunikacyjnego sprzętu i części
C000667_pl_001	kierownik ds. łańcucha dostaw elektronicznego i telekomunikacyjnego sprzętu i części
C000668_pl_000	nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole ponadpodstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole ponadpodstawowej
C000668_pl_001	nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole ponadpodstawowej
C000668_pl_002	nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole ponadpodstawowej
C000669_pl_000	kierownik produkcji widowisk
C000669_pl_001	kierownik produkcji
C000669_pl_002	kierownik produkcji filmowej
C000669_pl_003	kierownik produkcji teatralnej
C000670_pl_000	kierownik ds. produkcji metali
C000671_pl_000	monter silników lotniczych
C000672_pl_000	inżynier górnik - górnictwo odkrywkowe
C000673_pl_000	kierownik sklepu z aparatami słuchowymi
C000674_pl_000	sprzedawca artykułów chemiczno-metalowych
C000674_pl_001	sprzedawczyni artykułów chemiczno-metalowych
C000675_pl_000	nauczyciel w szkole podstawowej/nauczycielka w szkole podstawowej
C000675_pl_001	nauczyciel etyki w szkole podstawowej
C000675_pl_002	nauczyciel historii i społeczeństwa w szkole podstawowej
C000675_pl_003	nauczyciel informatyki w szkole podstawowej
C000675_pl_004	nauczyciel języka ojczystego w szkole podstawowej
C000675_pl_005	nauczyciel języków nowożytnych w szkole podstawowej
C000675_pl_006	nauczyciel matematyki w szkole podstawowej
C000675_pl_007	nauczyciel przedmiotów artystycznych w szkole podstawowej
C000675_pl_008	nauczyciel przyrody w szkole podstawowej
C000675_pl_009	nauczyciel techniki w szkole podstawowej
C000675_pl_010	nauczyciel w szkole podstawowej
C000675_pl_011	nauczyciel wychowania fizycznego w szkole podstawowej
C000675_pl_012	nauczycielka w szkole podstawowej
C000676_pl_000	kierujący tramwajem
C000676_pl_001	motorniczy
C000677_pl_000	mistrz montażu zbiorników
C000678_pl_000	pracownik magazynu odzieżowego
C000679_pl_000	technik administracji
C000679_pl_001	asystent administracyjny
C000679_pl_002	asystentka administracyjna
C000679_pl_003	pracownik administracyjno-biurowy
C000680_pl_000	operator młyna do kawy
C000680_pl_001	operator mielenia kawy
C000680_pl_002	operator mielonej kawy
C000680_pl_003	operator młyna kawowego
C000680_pl_004	operatorzy młyna do kawy
C000681_pl_000	sekretarz medyczny/sekretarka medyczna
C000681_pl_001	sekretarka medyczna
C000681_pl_002	sekretarz medyczny
C000682_pl_000	administrator bezpieczeństwa systemów informacyjno-telekomunikacyjnych
C000682_pl_001	administrator bezpieczeństwa systemu informacyjnego i telekomunikacyjnego
C000682_pl_002	administrator bezpieczeństwa systemu informacyjno-telekomunikacyjnego
C000682_pl_003	administrator bezpieczeństwa systemów ICT
C000682_pl_004	administrator bezpieczeństwa systemów TIK
C000682_pl_005	administrator bezpieczeństwa systemów informacyjnych i telekomunikacyjnych
C000682_pl_006	administrator bezpieczeństwa systemów informatycznych
